I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.115,,0.063,0.046,-0.108,,,,,,
,-0.114,,0.064,0.042,-0.106,,,,,,
,-0.114,,0.065,0.042,-0.106,,,,,,
,-0.114,,0.064,0.042,-0.106,,,,,,
,-0.115,,0.065,0.042,-0.106,,,,,,
,-0.115,,0.066,0.04,-0.106,,,,,,
,-0.114,,0.067,0.038,-0.105,,,,,,
,-0.114,,0.067,0.037,-0.105,,,,,,
,-0.115,,0.068,0.037,-0.104,,,,,,
,-0.115,,0.068,0.037,-0.104,,,,,,
,-0.114,,0.067,0.038,-0.105,,,,,,
,-0.114,,0.067,0.038,-0.105,,,,,,
,-0.115,,0.068,0.036,-0.104,,,,,,
,-0.115,,0.069,0.034,-0.102,,,,,,
,-0.114,,0.07,0.033,-0.101,,,,,,
,-0.114,,0.07,0.032,-0.101,,,,,,
,-0.115,,0.07,0.032,-0.102,,,,,,
,-0.115,,0.071,0.031,-0.102,,,,,,
,-0.116,,0.072,0.029,-0.101,,,,,,
,-0.115,,0.072,0.028,-0.099,,,,,,
,-0.112,,0.07,0.028,-0.097,,,,,,
,-0.107,,0.065,0.031,-0.096,,,,,,
,-0.102,,0.06,0.034,-0.094,,,,,,
,-0.097,,0.055,0.037,-0.092,,,,,,
,-0.094,,0.053,0.037,-0.089,,,,,,
,-0.092,,0.052,0.035,-0.087,,,,,,
,-0.091,,0.053,0.031,-0.083,,,,,,
,-0.089,,0.052,0.029,-0.08,,,,,,
,-0.085,,0.049,0.029,-0.078,,,,,,
,-0.081,,0.045,0.029,-0.075,,,,,,
,-0.076,,0.042,0.028,-0.071,,,,,,
,-0.072,,0.04,0.026,-0.067,,,,,,
,-0.069,,0.039,0.024,-0.064,,,,,,
,-0.067,,0.039,0.023,-0.062,,,,,,
,-0.065,,0.038,0.022,-0.06,,,,,,
,-0.062,,0.036,0.021,-0.057,,,,,,
,-0.058,,0.034,0.019,-0.053,,,,,,
,-0.055,,0.033,0.017,-0.049,,,,,,
,-0.052,,0.031,0.015,-0.047,,,,,,
,-0.05,,0.03,0.015,-0.045,,,,,,
,-0.047,,0.028,0.014,-0.042,,,,,,
,-0.043,,0.025,0.014,-0.039,,,,,,
,-0.04,,0.023,0.014,-0.036,,,,,,
,-0.037,,0.02,0.016,-0.036,,,,,,
,-0.036,,0.019,0.017,-0.036,,,,,,
,-0.033,,0.016,0.018,-0.033,,,,,,
,-0.029,,0.013,0.018,-0.03,,,,,,
,-0.025,,0.009,0.018,-0.027,,,,,,
,-0.023,,0.007,0.018,-0.026,,,,,,
,-0.021,,0.005,0.019,-0.025,,,,,,
,-0.019,,0.004,0.02,-0.024,,,,,,
,-0.016,,0.003,0.019,-0.022,,,,,,
,-0.015,,0.002,0.018,-0.02,,,,,,
,-0.014,,0.003,0.017,-0.019,,,,,,
,-0.014,,0.003,0.017,-0.019,,,,,,
,-0.015,,0.003,0.017,-0.019,,,,,,
,-0.014,,0.003,0.015,-0.018,,,,,,
,-0.015,,0.004,0.013,-0.017,,,,,,
,-0.015,,0.005,0.012,-0.016,,,,,,
,-0.014,,0.004,0.013,-0.017,,,,,,
,-0.014,,0.005,0.012,-0.017,,,,,,
,-0.015,,0.006,0.01,-0.016,,,,,,
,-0.015,,0.008,0.008,-0.015,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.012,,0.005,0.009,-0.013,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.009,,0.003,0.008,-0.01,,,,,,
,-0.01,,0.004,0.006,-0.009,,,,,,
,-0.01,,0.005,0.004,-0.009,,,,,,
,-0.009,,0.004,0.005,-0.01,,,,,,
,-0.009,,0.004,0.004,-0.01,,,,,,
,-0.01,,0.005,0.003,-0.009,,,,,,
,-0.01,,0.006,0.001,-0.007,,,,,,
,-0.009,,0.008,0.0,-0.006,,,,,,
,-0.009,,0.008,0.0,-0.006,,,,,,
,-0.01,,0.007,0.0,-0.007,,,,,,
,-0.01,,0.007,0.0,-0.007,,,,,,
,-0.01,,0.008,0.0,-0.006,,,,,,
,-0.009,,0.007,0.0,-0.006,,,,,,
,-0.007,,0.005,0.001,-0.005,,,,,,
,-0.005,,0.003,0.002,-0.005,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.005,,0.003,0.002,-0.005,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.005,,0.003,0.002,-0.005,,,,,,
,-0.005,,0.003,0.002,-0.005,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.005,,0.003,0.002,-0.005,,,,,,
,-0.004,,0.002,0.002,-0.005,,,,,,
,-0.002,,0.0,0.003,-0.003,,,,,,
,0.0,,-0.001,0.004,-0.002,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.001,0.004,-0.002,,,,,,
,0.0,,-0.001,0.004,-0.002,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.001,0.004,-0.002,,,,,,
,0.0,,-0.001,0.004,-0.002,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.002,0.004,-0.001,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.002,0.005,-0.001,,,,,,
,0.0,,-0.001,0.004,-0.002,,,,,,
,-0.001,,0.0,0.004,-0.003,,,,,,
,-0.003,,0.001,0.003,-0.004,,,,,,
,-0.005,,0.003,0.003,-0.005,,,,,,
,-0.005,,0.003,0.002,-0.004,,,,,,
,-0.005,,0.003,0.002,-0.004,,,,,,
,-0.004,,0.002,0.003,-0.005,,,,,,
,-0.004,,0.002,0.002,-0.005,,,,,,
,-0.004,,0.003,0.003,-0.004,,,,,,
,-0.004,,0.002,0.003,-0.004,,,,,,
,-0.005,,0.003,0.002,-0.005,,,,,,
,-0.006,,0.004,0.002,-0.005,,,,,,
,-0.008,,0.006,0.0,-0.006,,,,,,
,-0.01,,0.008,0.0,-0.006,,,,,,
,-0.011,,0.009,0.0,-0.007,,,,,,
,-0.01,,0.008,0.0,-0.007,,,,,,
,-0.009,,0.007,0.0,-0.006,,,,,,
,-0.009,,0.007,0.0,-0.006,,,,,,
,-0.009,,0.008,0.0,-0.007,,,,,,
,-0.01,,0.008,0.0,-0.007,,,,,,
,-0.01,,0.008,0.0,-0.007,,,,,,
,-0.009,,0.007,0.0,-0.006,,,,,,
,-0.008,,0.007,0.0,-0.006,,,,,,
,-0.009,,0.007,0.0,-0.007,,,,,,
,-0.011,,0.009,0.0,-0.007,,,,,,
,-0.013,,0.012,-0.001,-0.008,,,,,,
,-0.014,,0.013,-0.001,-0.01,,,,,,
,-0.015,,0.011,0.001,-0.012,,,,,,
,-0.014,,0.008,0.006,-0.014,,,,,,
,-0.015,,0.006,0.01,-0.016,,,,,,
,-0.015,,0.005,0.012,-0.016,,,,,,
,-0.014,,0.005,0.012,-0.016,,,,,,
,-0.013,,0.005,0.01,-0.016,,,,,,
,-0.014,,0.007,0.008,-0.015,,,,,,
,-0.016,,0.009,0.006,-0.015,,,,,,
,-0.018,,0.011,0.005,-0.016,,,,,,
,-0.019,,0.012,0.005,-0.016,,,,,,
,-0.02,,0.013,0.004,-0.017,,,,,,
,-0.02,,0.013,0.004,-0.017,,,,,,
,-0.019,,0.012,0.005,-0.016,,,,,,
,-0.019,,0.012,0.005,-0.016,,,,,,
,-0.02,,0.013,0.004,-0.017,,,,,,
,-0.02,,0.013,0.004,-0.017,,,,,,
,-0.019,,0.012,0.005,-0.016,,,,,,
,-0.019,,0.012,0.005,-0.016,,,,,,
,-0.02,,0.013,0.004,-0.017,,,,,,
,-0.019,,0.012,0.004,-0.017,,,,,,
,-0.018,,0.011,0.005,-0.016,,,,,,
,-0.016,,0.009,0.006,-0.015,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.015,,0.008,0.007,-0.015,,,,,,
,-0.015,,0.008,0.007,-0.015,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.015,,0.008,0.007,-0.015,,,,,,
,-0.015,,0.008,0.007,-0.015,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.015,,0.007,0.008,-0.014,,,,,,
,-0.014,,0.007,0.008,-0.014,,,,,,
,-0.014,,0.007,0.007,-0.015,,,,,,
,-0.014,,0.007,0.007,-0.015,,,,,,
,-0.015,,0.008,0.007,-0.014,,,,,,
,-0.016,,0.009,0.007,-0.014,,,,,,
,-0.015,,0.008,0.008,-0.014,,,,,,
,-0.013,,0.006,0.008,-0.014,,,,,,
,-0.011,,0.004,0.009,-0.013,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.01,,0.003,0.009,-0.012,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.008,,0.001,0.011,-0.01,,,,,,
,-0.009,,0.002,0.01,-0.011,,,,,,
,-0.014,,0.007,0.007,-0.013,,,,,,
,-0.02,,0.013,0.004,-0.017,,,,,,
,-0.027,,0.02,0.002,-0.021,,,,,,
,-0.032,,0.025,0.0,-0.023,,,,,,
,-0.035,,0.027,-0.001,-0.024,,,,,,
,-0.034,,0.027,-0.003,-0.023,,,,,,
,-0.031,,0.026,-0.004,-0.021,,,,,,
,-0.029,,0.024,-0.005,-0.019,,,,,,
,-0.029,,0.024,-0.005,-0.019,,,,,,
,-0.03,,0.025,-0.005,-0.02,,,,,,
,-0.031,,0.025,-0.004,-0.021,,,,,,
,-0.03,,0.024,-0.005,-0.02,,,,,,
,-0.029,,0.024,-0.005,-0.019,,,,,,
,-0.027,,0.023,-0.006,-0.017,,,,,,
,-0.026,,0.023,-0.006,-0.016,,,,,,
,-0.024,,0.022,-0.007,-0.014,,,,,,
,-0.024,,0.022,-0.007,-0.014,,,,,,
,-0.024,,0.022,-0.006,-0.014,,,,,,
,-0.025,,0.023,-0.007,-0.015,,,,,,
,-0.024,,0.023,-0.007,-0.014,,,,,,
,-0.025,,0.022,-0.006,-0.015,,,,,,
,-0.025,,0.022,-0.006,-0.015,,,,,,
,-0.025,,0.022,-0.007,-0.015,,,,,,
,-0.023,,0.022,-0.007,-0.013,,,,,,
,-0.021,,0.02,-0.008,-0.011,,,,,,
,-0.02,,0.02,-0.009,-0.01,,,,,,
,-0.02,,0.019,-0.01,-0.009,,,,,,
,-0.02,,0.019,-0.01,-0.01,,,,,,
,-0.019,,0.019,-0.009,-0.009,,,,,,
,-0.019,,0.019,-0.009,-0.009,,,,,,
,-0.02,,0.02,-0.01,-0.01,,,,,,
,-0.02,,0.02,-0.009,-0.01,,,,,,
,-0.019,,0.019,-0.01,-0.009,,,,,,
,-0.018,,0.019,-0.01,-0.008,,,,,,
,-0.017,,0.018,-0.011,-0.007,,,,,,
,-0.015,,0.017,-0.011,-0.005,,,,,,
,-0.014,,0.016,-0.012,-0.004,,,,,,
,-0.014,,0.016,-0.012,-0.004,,,,,,
,-0.015,,0.017,-0.011,-0.005,,,,,,
,-0.015,,0.017,-0.011,-0.005,,,,,,
,-0.014,,0.016,-0.012,-0.004,,,,,,
,-0.012,,0.016,-0.013,-0.002,,,,,,
,-0.011,,0.015,-0.014,-0.001,,,,,,
,-0.01,,0.015,-0.014,0.0,,,,,,
,-0.009,,0.014,-0.014,0.0,,,,,,
,-0.009,,0.014,-0.014,0.0,,,,,,
,-0.01,,0.015,-0.015,0.0,,,,,,
,-0.01,,0.015,-0.015,0.0,,,,,,
,-0.009,,0.014,-0.014,0.0,,,,,,
,-0.01,,0.015,-0.014,0.0,,,,,,
,-0.009,,0.014,-0.015,0.0,,,,,,
,-0.008,,0.014,-0.015,0.001,,,,,,
,-0.006,,0.012,-0.016,0.003,,,,,,
,-0.004,,0.012,-0.016,0.005,,,,,,
,-0.003,,0.012,-0.017,0.006,,,,,,
,-0.004,,0.012,-0.017,0.005,,,,,,
,-0.005,,0.011,-0.016,0.004,,,,,,
,-0.005,,0.011,-0.016,0.004,,,,,,
,-0.005,,0.011,-0.016,0.004,,,,,,
,-0.004,,0.012,-0.017,0.005,,,,,,
,-0.004,,0.012,-0.017,0.005,,,,,,
,-0.005,,0.011,-0.016,0.004,,,,,,
,-0.007,,0.012,-0.016,0.002,,,,,,
,-0.009,,0.014,-0.015,0.0,,,,,,
,-0.011,,0.016,-0.014,0.0,,,,,,
,-0.013,,0.018,-0.015,-0.001,,,,,,
,-0.015,,0.02,-0.017,-0.002,,,,,,
,-0.017,,0.022,-0.019,-0.003,,,,,,
,-0.019,,0.024,-0.019,-0.004,,,,,,
,-0.021,,0.026,-0.02,-0.005,,,,,,
,-0.023,,0.028,-0.021,-0.005,,,,,,
,-0.025,,0.03,-0.022,-0.007,,,,,,
,-0.027,,0.03,-0.021,-0.009,,,,,,
,-0.029,,0.031,-0.02,-0.011,,,,,,
,-0.03,,0.031,-0.019,-0.012,,,,,,
,-0.031,,0.032,-0.02,-0.012,,,,,,
,-0.029,,0.031,-0.02,-0.012,,,,,,
,-0.027,,0.03,-0.019,-0.011,,,,,,
,-0.025,,0.028,-0.017,-0.01,,,,,,
,-0.024,,0.026,-0.016,-0.009,,,,,,
,-0.022,,0.024,-0.016,-0.007,,,,,,
,-0.02,,0.022,-0.015,-0.006,,,,,,
,-0.019,,0.021,-0.013,-0.008,,,,,,
,-0.02,,0.02,-0.01,-0.009,,,,,,
,-0.019,,0.019,-0.008,-0.009,,,,,,
,-0.017,,0.017,-0.007,-0.008,,,,,,
,-0.015,,0.015,-0.007,-0.007,,,,,,
,-0.014,,0.015,-0.006,-0.006,,,,,,
,-0.015,,0.015,-0.006,-0.007,,,,,,
,-0.014,,0.014,-0.007,-0.006,,,,,,
,-0.013,,0.012,-0.006,-0.006,,,,,,
,-0.01,,0.01,-0.005,-0.005,,,,,,
,-0.007,,0.008,-0.004,-0.004,,,,,,
,-0.005,,0.006,-0.002,-0.002,,,,,,
,-0.004,,0.005,-0.001,-0.002,,,,,,
,-0.005,,0.003,0.0,-0.003,,,,,,
,-0.004,,0.003,0.002,-0.004,,,,,,
,-0.003,,0.001,0.004,-0.004,,,,,,
,-0.002,,0.0,0.004,-0.003,,,,,,
,0.0,,-0.001,0.005,-0.002,,,,,,
,0.001,,-0.003,0.005,-0.001,,,,,,
,0.001,,-0.003,0.006,-0.001,,,,,,
,-0.001,,0.0,0.004,-0.003,,,,,,
,-0.005,,0.003,0.002,-0.004,,,,,,
,-0.009,,0.007,0.0,-0.006,,,,,,
,-0.012,,0.009,0.0,-0.008,,,,,,
,-0.014,,0.01,0.002,-0.01,,,,,,
,-0.015,,0.01,0.003,-0.012,,,,,,
,-0.017,,0.011,0.002,-0.014,,,,,,
,-0.019,,0.014,0.0,-0.014,,,,,,
,-0.022,,0.017,-0.001,-0.015,,,,,,
,-0.024,,0.019,-0.001,-0.016,,,,,,
,-0.025,,0.019,-0.002,-0.017,,,,,,
,-0.023,,0.017,-0.001,-0.016,,,,,,
,-0.02,,0.015,0.0,-0.015,,,,,,
,-0.018,,0.014,0.0,-0.014,,,,,,
,-0.019,,0.014,0.0,-0.015,,,,,,
,-0.019,,0.015,0.0,-0.015,,,,,,
,-0.019,,0.016,-0.002,-0.014,,,,,,
,-0.019,,0.017,-0.004,-0.012,,,,,,
,-0.02,,0.018,-0.005,-0.011,,,,,,
,-0.02,,0.018,-0.005,-0.011,,,,,,
,-0.019,,0.018,-0.005,-0.011,,,,,,
,-0.019,,0.018,-0.006,-0.011,,,,,,
,-0.02,,0.019,-0.008,-0.01,,,,,,
,-0.02,,0.019,-0.01,-0.01,,,,,,
,-0.019,,0.02,-0.01,-0.009,,,,,,
,-0.019,,0.02,-0.01,-0.009,,,,,,
,-0.02,,0.019,-0.009,-0.01,,,,,,
,-0.02,,0.019,-0.009,-0.01,,,,,,
,-0.019,,0.02,-0.01,-0.009,,,,,,
,-0.019,,0.021,-0.012,-0.008,,,,,,
,-0.02,,0.022,-0.014,-0.006,,,,,,
,-0.02,,0.022,-0.015,-0.006,,,,,,
,-0.019,,0.021,-0.014,-0.007,,,,,,
,-0.019,,0.021,-0.015,-0.006,,,,,,
,-0.02,,0.023,-0.017,-0.005,,,,,,
,-0.02,,0.024,-0.019,-0.005,,,,,,
,-0.019,,0.025,-0.021,-0.004,,,,,,
,-0.019,,0.024,-0.02,-0.004,,,,,,
,-0.019,,0.025,-0.02,-0.005,,,,,,
,-0.02,,0.025,-0.019,-0.005,,,,,,
,-0.02,,0.025,-0.019,-0.005,,,,,,
,-0.019,,0.025,-0.02,-0.004,,,,,,
,-0.019,,0.025,-0.022,-0.003,,,,,,
,-0.02,,0.026,-0.024,-0.002,,,,,,
,-0.02,,0.027,-0.025,-0.002,,,,,,
,-0.019,,0.026,-0.025,-0.001,,,,,,
,-0.019,,0.026,-0.025,-0.002,,,,,,
,-0.02,,0.027,-0.024,-0.001,,,,,,
,-0.02,,0.027,-0.024,-0.001,,,,,,
,-0.019,,0.026,-0.024,-0.002,,,,,,
,-0.019,,0.026,-0.024,-0.001,,,,,,
,-0.02,,0.027,-0.025,-0.002,,,,,,
,-0.02,,0.027,-0.025,-0.002,,,,,,
,-0.019,,0.026,-0.024,-0.002,,,,,,
,-0.02,,0.027,-0.024,-0.002,,,,,,
,-0.021,,0.028,-0.025,-0.001,,,,,,
,-0.02,,0.027,-0.024,-0.001,,,,,,
,-0.016,,0.023,-0.023,0.0,,,,,,
,-0.011,,0.018,-0.02,0.001,,,,,,
,-0.008,,0.015,-0.019,0.002,,,,,,
,-0.006,,0.013,-0.017,0.004,,,,,,
,-0.005,,0.012,-0.016,0.005,,,,,,
,-0.004,,0.011,-0.016,0.005,,,,,,
,-0.002,,0.009,-0.015,0.006,,,,,,
,0.001,,0.005,-0.014,0.007,,,,,,
,0.005,,0.001,-0.012,0.009,,,,,,
,0.009,,-0.002,-0.009,0.011,,,,,,
,0.011,,-0.004,-0.008,0.013,,,,,,
,0.013,,-0.006,-0.008,0.014,,,,,,
,0.015,,-0.008,-0.007,0.015,,,,,,
,0.018,,-0.011,-0.005,0.016,,,,,,
,0.02,,-0.013,-0.004,0.017,,,,,,
,0.019,,-0.012,-0.005,0.016,,,,,,
,0.016,,-0.009,-0.007,0.015,,,,,,
,0.014,,-0.007,-0.007,0.015,,,,,,
,0.013,,-0.006,-0.007,0.014,,,,,,
,0.014,,-0.007,-0.007,0.014,,,,,,
,0.015,,-0.008,-0.008,0.015,,,,,,
,0.015,,-0.008,-0.008,0.015,,,,,,
,0.014,,-0.007,-0.008,0.015,,,,,,
,0.014,,-0.007,-0.007,0.014,,,,,,
,0.014,,-0.007,-0.007,0.014,,,,,,
,0.015,,-0.008,-0.007,0.015,,,,,,
,0.016,,-0.009,-0.007,0.015,,,,,,
,0.015,,-0.008,-0.008,0.014,,,,,,
,0.013,,-0.006,-0.008,0.014,,,,,,
,0.011,,-0.004,-0.009,0.013,,,,,,
,0.01,,-0.003,-0.009,0.012,,,,,,
,0.009,,-0.002,-0.01,0.011,,,,,,
,0.009,,-0.002,-0.01,0.011,,,,,,
,0.01,,-0.003,-0.009,0.012,,,,,,
,0.01,,-0.003,-0.009,0.012,,,,,,
,0.009,,-0.002,-0.01,0.011,,,,,,
,0.009,,-0.002,-0.01,0.011,,,,,,
,0.01,,-0.003,-0.009,0.012,,,,,,
,0.01,,-0.003,-0.009,0.012,,,,,,
,0.01,,-0.004,-0.01,0.012,,,,,,
,0.008,,-0.002,-0.01,0.011,,,,,,
,0.003,,0.002,-0.011,0.007,,,,,,
,-0.005,,0.01,-0.013,0.002,,,,,,
,-0.014,,0.019,-0.016,-0.002,,,,,,
,-0.021,,0.026,-0.019,-0.006,,,,,,
,-0.024,,0.029,-0.021,-0.007,,,,,,
,-0.024,,0.029,-0.021,-0.006,,,,,,
,-0.022,,0.027,-0.02,-0.005,,,,,,
,-0.019,,0.024,-0.02,-0.005,,,,,,
,-0.018,,0.023,-0.02,-0.004,,,,,,
,-0.019,,0.024,-0.02,-0.004,,,,,,
,-0.02,,0.025,-0.019,-0.005,,,,,,
,-0.02,,0.025,-0.019,-0.005,,,,,,
,-0.019,,0.024,-0.02,-0.004,,,,,,
,-0.019,,0.024,-0.02,-0.004,,,,,,
,-0.02,,0.025,-0.019,-0.005,,,,,,
,-0.021,,0.026,-0.019,-0.005,,,,,,
,-0.02,,0.025,-0.019,-0.004,,,,,,
,-0.019,,0.024,-0.019,-0.004,,,,,,
,-0.017,,0.022,-0.018,-0.003,,,,,,
,-0.016,,0.021,-0.017,-0.002,,,,,,
,-0.014,,0.019,-0.016,-0.001,,,,,,
,-0.014,,0.019,-0.016,-0.001,,,,,,
,-0.015,,0.02,-0.017,-0.002,,,,,,
,-0.015,,0.02,-0.016,-0.002,,,,,,
,-0.015,,0.02,-0.016,-0.002,,,,,,
,-0.014,,0.019,-0.017,-0.001,,,,,,
,-0.014,,0.019,-0.017,-0.001,,,,,,
,-0.015,,0.02,-0.017,-0.002,,,,,,
,-0.015,,0.019,-0.015,-0.002,,,,,,
,-0.014,,0.017,-0.013,-0.003,,,,,,
,-0.014,,0.016,-0.012,-0.004,,,,,,
,-0.015,,0.017,-0.012,-0.005,,,,,,
,-0.015,,0.017,-0.012,-0.005,,,,,,
,-0.013,,0.015,-0.011,-0.003,,,,,,
,-0.011,,0.013,-0.01,-0.002,,,,,,
,-0.01,,0.012,-0.009,-0.001,,,,,,
,-0.01,,0.011,-0.009,-0.001,,,,,,
,-0.009,,0.012,-0.01,-0.002,,,,,,
,-0.009,,0.011,-0.01,-0.002,,,,,,
,-0.01,,0.012,-0.01,-0.002,,,,,,
,-0.01,,0.012,-0.01,-0.002,,,,,,
,-0.009,,0.011,-0.009,-0.001,,,,,,
,-0.009,,0.011,-0.009,-0.001,,,,,,
,-0.01,,0.012,-0.01,-0.002,,,,,,
,-0.01,,0.012,-0.01,-0.002,,,,,,
,-0.009,,0.011,-0.009,-0.001,,,,,,
,-0.008,,0.01,-0.008,-0.001,,,,,,
,-0.006,,0.008,-0.007,0.0,,,,,,
,-0.004,,0.006,-0.007,0.0,,,,,,
,-0.003,,0.005,-0.007,0.0,,,,,,
,-0.004,,0.006,-0.007,0.0,,,,,,
,-0.005,,0.007,-0.006,0.0,,,,,,
,-0.005,,0.007,-0.006,0.0,,,,,,
,-0.004,,0.006,-0.007,0.0,,,,,,
,-0.004,,0.006,-0.007,0.0,,,,,,
,-0.005,,0.007,-0.006,0.0,,,,,,
,-0.005,,0.006,-0.005,0.0,,,,,,
,-0.004,,0.005,-0.003,-0.001,,,,,,
,-0.005,,0.005,-0.002,-0.001,,,,,,
,-0.006,,0.006,-0.002,-0.002,,,,,,
,-0.006,,0.006,-0.002,-0.001,,,,,,
,-0.003,,0.003,-0.001,0.0,,,,,,
,0.0,,0.0,0.0,0.0,,,,,,
,0.005,,-0.005,0.001,0.002,,,,,,
,0.007,,-0.007,0.004,0.003,,,,,,
,0.008,,-0.008,0.004,0.004,,,,,,
,0.01,,-0.01,0.004,0.005,,,,,,
,0.011,,-0.011,0.004,0.005,,,,,,
,0.014,,-0.014,0.006,0.006,,,,,,
,0.018,,-0.019,0.01,0.007,,,,,,
,0.022,,-0.024,0.014,0.009,,,,,,
,0.025,,-0.027,0.017,0.009,,,,,,
,0.027,,-0.029,0.018,0.01,,,,,,
,0.029,,-0.031,0.019,0.011,,,,,,
,0.032,,-0.034,0.02,0.013,,,,,,
,0.034,,-0.036,0.021,0.014,,,,,,
,0.034,,-0.036,0.021,0.014,,,,,,
,0.03,,-0.032,0.019,0.012,,,,,,
,0.026,,-0.028,0.017,0.01,,,,,,
,0.023,,-0.025,0.016,0.009,,,,,,
,0.021,,-0.024,0.015,0.008,,,,,,
,0.019,,-0.021,0.014,0.006,,,,,,
,0.015,,-0.017,0.012,0.005,,,,,,
,0.011,,-0.013,0.01,0.003,,,,,,
,0.008,,-0.011,0.009,0.001,,,,,,
,0.006,,-0.011,0.011,0.0,,,,,,
,0.005,,-0.01,0.012,-0.001,,,,,,
,0.001,,-0.006,0.011,-0.003,,,,,,
,-0.002,,-0.002,0.009,-0.005,,,,,,
,-0.005,,0.0,0.007,-0.007,,,,,,
,-0.006,,0.001,0.006,-0.008,,,,,,
,-0.009,,0.003,0.005,-0.009,,,,,,
,-0.016,,0.011,0.001,-0.013,,,,,,
,-0.025,,0.021,-0.002,-0.018,,,,,,
,-0.03,,0.025,-0.005,-0.02,,,,,,
,-0.027,,0.022,-0.004,-0.018,,,,,,
,-0.021,,0.016,-0.001,-0.015,,,,,,
,-0.017,,0.012,0.002,-0.014,,,,,,
,-0.015,,0.009,0.006,-0.015,,,,,,
,-0.015,,0.008,0.008,-0.014,,,,,,
,-0.013,,0.006,0.009,-0.013,,,,,,
,-0.011,,0.004,0.009,-0.012,,,,,,
,-0.007,,0.0,0.011,-0.01,,,,,,
,-0.003,,-0.003,0.013,-0.009,,,,,,
,0.0,,-0.006,0.015,-0.006,,,,,,
,0.002,,-0.009,0.016,-0.005,,,,,,
,0.003,,-0.01,0.016,-0.005,,,,,,
,0.005,,-0.012,0.017,-0.004,,,,,,
,0.007,,-0.014,0.018,-0.003,,,,,,
,0.009,,-0.016,0.019,-0.001,,,,,,
,0.011,,-0.018,0.02,-0.001,,,,,,
,0.013,,-0.02,0.021,0.0,,,,,,
,0.015,,-0.022,0.022,0.0,,,,,,
,0.017,,-0.023,0.021,0.002,,,,,,
,0.019,,-0.024,0.02,0.004,,,,,,
,0.021,,-0.025,0.019,0.006,,,,,,
,0.023,,-0.026,0.018,0.008,,,,,,
,0.025,,-0.027,0.017,0.01,,,,,,
,0.027,,-0.028,0.016,0.012,,,,,,
,0.029,,-0.029,0.015,0.014,,,,,,
,0.031,,-0.031,0.014,0.016,,,,,,
,0.033,,-0.032,0.013,0.018,,,,,,
,0.034,,-0.032,0.012,0.02,,,,,,
,0.035,,-0.031,0.009,0.021,,,,,,
,0.034,,-0.029,0.007,0.022,,,,,,
,0.035,,-0.03,0.007,0.021,,,,,,
,0.037,,-0.033,0.008,0.023,,,,,,
,0.04,,-0.033,0.005,0.027,,,,,,
,0.042,,-0.029,-0.006,0.034,,,,,,
,0.043,,-0.022,-0.02,0.042,,,,,,
,0.045,,-0.019,-0.03,0.048,,,,,,
,0.047,,-0.02,-0.031,0.051,,,,,,
,0.049,,-0.023,-0.03,0.052,,,,,,
,0.049,,-0.022,-0.03,0.051,,,,,,
,0.049,,-0.02,-0.033,0.053,,,,,,
,0.05,,-0.02,-0.035,0.055,,,,,,
,0.054,,-0.023,-0.035,0.058,,,,,,
,0.058,,-0.026,-0.034,0.061,,,,,,
,0.062,,-0.029,-0.034,0.063,,,,,,
,0.065,,-0.032,-0.033,0.065,,,,,,
,0.064,,-0.032,-0.032,0.064,,,,,,
,0.062,,-0.031,-0.031,0.062,,,,,,
,0.063,,-0.033,-0.029,0.061,,,,,,
